Volcano name,Volcano number,Volcano country,Volcano region,Volcano type,Latitude,Longitude,Summit elevation,VEI,Start date,Currently erupting (Y/N),Eruption status
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,2,1848,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,,1845,0,Uncertain
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,,1838,0,Uncertain
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,,1828,0,Uncertain
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,,1790,0,Uncertain
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,,1420,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,,550,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,5,340,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,,-4150,0,Confirmed
Akutan,311320,United States,Aleutian Islands,Stratovolcano,54.134°N,165.986°W,1303,,-7620,0,Confirmed
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,,2022,0,Confirmed
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,1,2018,0,Confirmed
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,2,2015,0,Confirmed
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,2,2012,0,Confirmed
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,,1997,0,Uncertain
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,2,1996,0,Confirmed
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,2,1986,0,Confirmed
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,2,1982,0,Confirmed
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,2,1981,0,Confirmed
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,4,1981,0,Confirmed
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,,1973,0,Uncertain
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,3,1972,0,Confirmed
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,2,1933,0,Confirmed
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,2,1894,0,Confirmed
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,3,1860,0,Confirmed
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,3,1854,0,Confirmed
Alaid,290390,Russia,Kuril Islands,Stratovolcano,50.861°N,155.565°E,2285,4,1790,0,Confirmed
Alamagan,284180,United States,"Izu, Volcano, and Mariana Islands",Stratovolcano,17.6°N,145.83°E,744,,1887,0,Uncertain
Alamagan,284180,United States,"Izu, Volcano, and Mariana Islands",Stratovolcano,17.6°N,145.83°E,744,,1864,0,Uncertain
Alamagan,284180,United States,"Izu, Volcano, and Mariana Islands",Stratovolcano,17.6°N,145.83°E,744,4,870,0,Confirmed
Alamagan,284180,United States,"Izu, Volcano, and Mariana Islands",Stratovolcano,17.6°N,145.83°E,744,,540,0,Confirmed
Alayta,221112,Ethiopia,Africa (northeastern) and Red Sea,Shield,12.888°N,40.573°E,1496,2,1915,0,Confirmed
Alayta,221112,Ethiopia,Africa (northeastern) and Red Sea,Shield,12.888°N,40.573°E,1496,2,1907,0,Confirmed
Alcedo,353040,Ecuador,Galapagos Islands,Shield,0.43°S,91.12°W,1130,1,1993,0,Confirmed
Alcedo,353040,Ecuador,Galapagos Islands,Shield,0.43°S,91.12°W,1130,,,0,Discredited
Alcedo,353040,Ecuador,Galapagos Islands,Shield,0.43°S,91.12°W,1130,0,1953,0,Confirmed
Ale Bagu,221090,Ethiopia,Africa (northeastern) and Red Sea,Stratovolcano,13.512°N,40.631°E,988,,,0,
Alid,221040,Eritrea,Africa (northeastern) and Red Sea,Stratovolcano,14.88°N,39.92°E,904,,,0,
Aliso,352031,Ecuador,Ecuador,Stratovolcano,0.53°S,78°W,4267,,-2450,0,Confirmed
Alligator Lake,320020,Canada,Canada,Volcanic field,60.42°N,135.42°W,2217,,,0,
Almolonga,342040,Guatemala,Guatemala,Stratovolcano,14.797°N,91.519°W,3173,,,0,Discredited
Almolonga,342040,Guatemala,Guatemala,Stratovolcano,14.797°N,91.519°W,3173,,,0,Discredited
Almolonga,342040,Guatemala,Guatemala,Stratovolcano,14.797°N,91.519°W,3173,2,1818,0,Confirmed
Almolonga,342040,Guatemala,Guatemala,Stratovolcano,14.797°N,91.519°W,3173,,,0,Discredited
Almolonga,342040,Guatemala,Guatemala,Stratovolcano,14.797°N,91.519°W,3173,2,1765,0,Confirmed
Almolonga,342040,Guatemala,Guatemala,Stratovolcano,14.797°N,91.519°W,3173,3,800,0,Confirmed
Alney-Chashakondzha,300450,Russia,Kamchatka Peninsula,Stratovolcano,56.656°N,159.647°E,2570,,1600,0,Confirmed
Alney-Chashakondzha,300450,Russia,Kamchatka Peninsula,Stratovolcano,56.656°N,159.647°E,2570,3,-650,0,Confirmed
Alney-Chashakondzha,300450,Russia,Kamchatka Peninsula,Stratovolcano,56.656°N,159.647°E,2570,3,-660,0,Confirmed
Alu-Dalafilla,221060,Ethiopia,Africa (northeastern) and Red Sea,Fissure vent(s),13.793°N,40.553°E,578,3,2008,0,Confirmed
Aluto,221270,Ethiopia,Africa (northeastern) and Red Sea,Stratovolcano,7.77°N,38.78°E,2335,,-50,0,Confirmed
Amak,311390,United States,Aleutian Islands,Stratovolcano,55.424°N,163.149°W,488,,1796,0,Confirmed
Amak,311390,United States,Aleutian Islands,Stratovolcano,55.424°N,163.149°W,488,,1700,0,Confirmed
Amak,311390,United States,Aleutian Islands,Stratovolcano,55.424°N,163.149°W,488,,-2550,0,Confirmed
Amasing,268072,Indonesia,Halmahera,Stratovolcano(es),0.53°S,127.48°E,1030,,,0,
Ambae,257030,Vanuatu,Vanuatu,Shield,15.389°S,167.835°E,1496,,2023,1,Confirmed
Ambae,257030,Vanuatu,Vanuatu,Shield,15.389°S,167.835°E,1496,1,2021,0,Confirmed
Ambae,257030,Vanuatu,Vanuatu,Shield,15.389°S,167.835°E,1496,3,2017,0,Confirmed
Ambae,257030,Vanuatu,Vanuatu,Shield,15.389°S,167.835°E,1496,1,2011,0,Confirmed
Ambae,257030,Vanuatu,Vanuatu,Shield,15.389°S,167.835°E,1496,2,2005,0,Confirmed
Ambae,257030,Vanuatu,Vanuatu,Shield,15.389°S,167.835°E,1496,2,1995,0,Confirmed
Ambae,257030,Vanuatu,Vanuatu,Shield,15.389°S,167.835°E,1496,,1915,0,Uncertain
Ambae,257030,Vanuatu,Vanuatu,Shield,15.389°S,167.835°E,1496,2,1870,0,Confirmed
Ambae,257030,Vanuatu,Vanuatu,Shield,15.389°S,167.835°E,1496,2,1670,0,Confirmed
Ambae,257030,Vanuatu,Vanuatu,Shield,15.389°S,167.835°E,1496,,1530,0,Confirmed
Ambalatungan Group,273088,Philippines,Luzon,Compound,17.32°N,121.1°E,2329,,1952,0,Uncertain
Ambang,266020,Indonesia,Sulawesi,Complex,0.75°N,124.42°E,1795,1,2005,0,Confirmed
Ambang,266020,Indonesia,Sulawesi,Complex,0.75°N,124.42°E,1795,,1845,0,Confirmed
Ambitle,254020,Papua New Guinea,New Ireland,Stratovolcano,4.08°S,153.65°E,450,,-350,0,Confirmed
Ambre-Bobaomby,233011,Madagascar,Indian Ocean (western),Volcanic field,12.6°S,49.15°E,1475,,,0,
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,1,2022,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,2008,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,2006,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,1,1996,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,1,1994,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1990,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1989,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,3,1988,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1986,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1984,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1983,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1981,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,3,1980,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1979,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1979,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1977,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1977,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,3,1973,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,3,1972,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1971,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1967,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1964,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1963,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,3,1961,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,1,1960,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1959,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1958,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,1,1957,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1955,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1954,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1953,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1952,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,4,1950,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1942,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1938,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1937,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1935,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1929,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1915,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,3,1913,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,,1912,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,0,1910,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1909,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1908,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,1,1898,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,3,1894,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1888,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1886,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1884,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1883,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1871,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,,1870,0,Uncertain
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1863,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,,1820,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,2,1774,0,Confirmed
Ambrym,257040,Vanuatu,Vanuatu,Pyroclastic shield,16.25°S,168.12°E,1334,6,50,0,Confirmed
Amsterdam Island,234001,France,Indian Ocean (southern),Stratovolcano,37.83°S,77.52°E,881,,,0,
Amukta,311190,United States,Aleutian Islands,Stratovolcano,52.5°N,171.252°W,1066,1,1997,0,Confirmed
Amukta,311190,United States,Aleutian Islands,Stratovolcano,52.5°N,171.252°W,1066,1,1996,0,Confirmed
Amukta,311190,United States,Aleutian Islands,Stratovolcano,52.5°N,171.252°W,1066,1,1987,0,Confirmed
Amukta,311190,United States,Aleutian Islands,Stratovolcano,52.5°N,171.252°W,1066,3,1963,0,Confirmed
Amukta,311190,United States,Aleutian Islands,Stratovolcano,52.5°N,171.252°W,1066,,1878,0,Confirmed
Amukta,311190,United States,Aleutian Islands,Stratovolcano,52.5°N,171.252°W,1066,,1876,0,Uncertain
Amukta,311190,United States,Aleutian Islands,Stratovolcano,52.5°N,171.252°W,1066,3,1786,0,Confirmed
Amukta,311190,United States,Aleutian Islands,Stratovolcano,52.5°N,171.252°W,1066,,1770,0,Uncertain
Anatahan,284200,United States,"Izu, Volcano, and Mariana Islands",Stratovolcano,16.35°N,145.67°E,790,2,2007,0,Confirmed
Anatahan,284200,United States,"Izu, Volcano, and Mariana Islands",Stratovolcano,16.35°N,145.67°E,790,2,2006,0,Confirmed
Anatahan,284200,United States,"Izu, Volcano, and Mariana Islands",Stratovolcano,16.35°N,145.67°E,790,3,2004,0,Confirmed
Anatahan,284200,United States,"Izu, Volcano, and Mariana Islands",Stratovolcano,16.35°N,145.67°E,790,3,2003,0,Confirmed
Andahua-Orcopampa,354004,Peru,Peru,Volcanic field,15.42°S,72.33°W,4713,,1913,0,Uncertain
Andahua-Orcopampa,354004,Peru,Peru,Volcanic field,15.42°S,72.33°W,4713,,1490,0,Confirmed
Andahua-Orcopampa,354004,Peru,Peru,Volcanic field,15.42°S,72.33°W,4713,,-940,0,Confirmed
Andahua-Orcopampa,354004,Peru,Peru,Volcanic field,15.42°S,72.33°W,4713,,-2110,0,Confirmed
Andrus,390023,Antarctica,Antarctica and South Sandwich Islands,Shield(s),75.8°S,132.33°W,2978,,,0,
Aneityum,257110,Vanuatu,Vanuatu,Stratovolcano(es),20.2°S,169.78°E,852,,,0,
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,,,0,Discredited
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,,1942,0,Uncertain
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,4,1931,0,Confirmed
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,4,1540,0,Confirmed
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,,1470,0,Confirmed
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,,1370,0,Confirmed
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,,1280,0,Confirmed
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,,1190,0,Confirmed
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,,1120,0,Confirmed
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,,1050,0,Confirmed
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,0,700,0,Confirmed
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,,460,0,Confirmed
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,,200,0,Confirmed
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,,-370,0,Confirmed
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,6,-1645,0,Confirmed
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,,-2550,0,Confirmed
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,,-5930,0,Confirmed
Aniakchak,312090,United States,Alaska Peninsula,Caldera,56.88°N,158.17°W,1341,6,-6300,0,Confirmed
Ankaizina Field,233013,Madagascar,Indian Ocean (western),Volcanic field,14.3°S,48.67°E,2878,,,0,
Antillanca Volcanic Complex,357153,Chile,Central Chile and Argentina,Stratovolcano(es),40.783°S,72.15°W,1979,5,-230,0,Confirmed
Antillanca Volcanic Complex,357153,Chile,Central Chile and Argentina,Stratovolcano(es),40.783°S,72.15°W,1979,5,-960,0,Confirmed
Antisana,352030,Ecuador,Ecuador,Stratovolcano,0.481°S,78.141°W,5753,2,1801,0,Confirmed
Antisana,352030,Ecuador,Ecuador,Stratovolcano,0.481°S,78.141°W,5753,2,1748,0,Confirmed
Antisana,352030,Ecuador,Ecuador,Stratovolcano,0.481°S,78.141°W,5753,,1728,0,Uncertain
Antofagasta Volcanic Field,355180,Argentina,"Northern Chile, Bolivia and Argentina",Volcanic field,26.12°S,67.4°W,3495,,,0,
Antuco,357080,Chile,Central Chile and Argentina,Stratovolcano,37.406°S,71.349°W,2979,,,0,Discredited
Antuco,357080,Chile,Central Chile and Argentina,Stratovolcano,37.406°S,71.349°W,2979,,,0,Discredited
Antuco,357080,Chile,Central Chile and Argentina,Stratovolcano,37.406°S,71.349°W,2979,2,1869,0,Confirmed
Antuco,357080,Chile,Central Chile and Argentina,Stratovolcano,37.406°S,71.349°W,2979,2,1863,0,Confirmed
Antuco,357080,Chile,Central Chile and Argentina,Stratovolcano,37.406°S,71.349°W,2979,,1862,0,Uncertain
Antuco,357080,Chile,Central Chile and Argentina,Stratovolcano,37.406°S,71.349°W,2979,0,1861,0,Confirmed
Antuco,357080,Chile,Central Chile and Argentina,Stratovolcano,37.406°S,71.349°W,2979,3,1852,0,Confirmed
Antuco,357080,Chile,Central Chile and Argentina,Stratovolcano,37.406°S,71.349°W,2979,,1848,0,Uncertain
Antuco,357080,Chile,Central Chile and Argentina,Stratovolcano,37.406°S,71.349°W,2979,2,1845,0,Confirmed
Antuco,357080,Chile,Central Chile and Argentina,Stratovolcano,37.406°S,71.349°W,2979,,1839,0,Uncertain
Antuco,357080,Chile,Central Chile and Argentina,Stratovolcano,37.406°S,71.349°W,2979,2,1828,0,Confirmed
Antuco,357080,Chile,Central Chile and Argentina,Stratovolcano,37.406°S,71.349°W,2979,1,1820,0,Confirmed
Antuco,357080,Chile,Central Chile and Argentina,Stratovolcano,37.406°S,71.349°W,2979,2,1806,0,Confirmed
Antuco,357080,Chile,Central Chile and Argentina,Stratovolcano,37.406°S,71.349°W,2979,3,1752,0,Confirmed
Antuco,357080,Chile,Central Chile and Argentina,Stratovolcano,37.406°S,71.349°W,2979,2,1750,0,Confirmed
Antuco,357080,Chile,Central Chile and Argentina,Stratovolcano,37.406°S,71.349°W,2979,,-7750,0,Confirmed
Aogashima,284060,Japan,"Izu, Volcano, and Mariana Islands",Stratovolcano,32.458°N,139.759°E,423,3,1780,0,Confirmed
Aogashima,284060,Japan,"Izu, Volcano, and Mariana Islands",Stratovolcano,32.458°N,139.759°E,423,2,1670,0,Confirmed
Aogashima,284060,Japan,"Izu, Volcano, and Mariana Islands",Stratovolcano,32.458°N,139.759°E,423,3,1652,0,Confirmed
Aogashima,284060,Japan,"Izu, Volcano, and Mariana Islands",Stratovolcano,32.458°N,139.759°E,423,4,-600,0,Confirmed
Aogashima,284060,Japan,"Izu, Volcano, and Mariana Islands",Stratovolcano,32.458°N,139.759°E,423,,-1100,0,Confirmed
Aogashima,284060,Japan,"Izu, Volcano, and Mariana Islands",Stratovolcano,32.458°N,139.759°E,423,,-1200,0,Confirmed
Aogashima,284060,Japan,"Izu, Volcano, and Mariana Islands",Stratovolcano,32.458°N,139.759°E,423,2,-1800,0,Confirmed
Apagado,358024,Chile,Southern Chile and Argentina,Pyroclastic cone,41.88°S,72.58°W,1210,4,-590,0,Confirmed
Apaneca Range,343010,El Salvador,El Salvador and Honduras,Stratovolcano(es),13.872°N,89.742°W,2028,,,0,Discredited
Apastepeque Field,343071,El Salvador,El Salvador and Honduras,Volcanic field,13.72°N,88.77°W,700,,,0,
Apo,271030,Philippines,Mindanao,Stratovolcano,6.989°N,125.269°E,2938,,,0,
Apoyeque,344091,Nicaragua,Nicaragua,Pyroclastic shield,12.242°N,86.342°W,518,6,-50,0,Confirmed
Apoyeque,344091,Nicaragua,Nicaragua,Pyroclastic shield,12.242°N,86.342°W,518,4,-1050,0,Confirmed
Apoyeque,344091,Nicaragua,Nicaragua,Pyroclastic shield,12.242°N,86.342°W,518,5,-2550,0,Confirmed
Apoyeque,344091,Nicaragua,Nicaragua,Pyroclastic shield,12.242°N,86.342°W,518,5,-4160,0,Confirmed
Aracar,355160,Argentina,"Northern Chile, Bolivia and Argentina",Stratovolcano,24.29°S,67.783°W,6095,,1993,0,Uncertain
Aragats,214060,Armenia,Western Asia,Stratovolcano,40.53°N,44.2°E,4095,,,0,
"Aramuaca, Laguna",343101,El Salvador,El Salvador and Honduras,Maar,13.428°N,88.105°W,181,,,0,
Ararat,213040,Turkey,Turkey,Stratovolcano,39.7°N,44.3°E,5165,3,1840,0,Confirmed
Ararat,213040,Turkey,Turkey,Stratovolcano,39.7°N,44.3°E,5165,,1783,0,Uncertain
Ararat,213040,Turkey,Turkey,Stratovolcano,39.7°N,44.3°E,5165,,1450,0,Uncertain
Ararat,213040,Turkey,Turkey,Stratovolcano,39.7°N,44.3°E,5165,,-550,0,Confirmed
Ararat,213040,Turkey,Turkey,Stratovolcano,39.7°N,44.3°E,5165,,-2450,0,Confirmed
Ardoukoba,221126,Djibouti,Africa (northeastern) and Red Sea,Fissure vent(s),11.58°N,42.47°E,298,1,1978,0,Confirmed
Arenal,345033,Costa Rica,Costa Rica,Stratovolcano,10.463°N,84.703°W,1670,3,1968,0,Confirmed
Arenal,345033,Costa Rica,Costa Rica,Stratovolcano,10.463°N,84.703°W,1670,2,1922,0,Confirmed
Arenal,345033,Costa Rica,Costa Rica,Stratovolcano,10.463°N,84.703°W,1670,,1915,0,Uncertain
Arenal,345033,Costa Rica,Costa Rica,Stratovolcano,10.463°N,84.703°W,1670,0,1750,0,Confirmed
Arenal,345033,Costa Rica,Costa Rica,Stratovolcano,10.463°N,84.703°W,1670,2,1440,0,Confirmed
Arenal,345033,Costa Rica,Costa Rica,Stratovolcano,10.463°N,84.703°W,1670,4,1400,0,Confirmed
